timestamp,node_id,incoming_tx,outgoing_tx,remaining_tx,missing_tx,tx_from_client,tx_from_node,tx_from_node_detail
274,7,5130,5864,5351,0,1837,3293,"[727, 413, 434, 1017, 746, 982, 1023, 0, 484, 809, 163, 100, 477, 264, 1033, 857, 759, 103, 542, 167, 63, 238, 547, 608, 720, 1002, 131]"
275,7,5573,591,10000,333,1611,3962,"[1305, 642, 205, 990, 958, 850, 732, 0, 711, 930, 758, 719, 764, 1235, 427, 1272, 667, 1083, 1275, 984, 59, 1268, 22, 976, 628, 22, 1183]"
276,7,6959,6745,10000,214,1827,5132,"[951, 796, 1648, 731, 1571, 1496, 1295, 0, 1278, 1059, 1515, 1165, 600, 1565, 719, 594, 292, 695, 1449, 1346, 525, 284, 677, 428, 1457, 526, 515]"
277,7,6950,5168,10000,1782,6481,469,"[15, 125, 17, 39, 0, 91, 24, 0, 128, 56, 79, 121, 93, 101, 20, 76, 38, 81, 0, 45, 23, 40, 53, 57, 11, 149, 113]"
278,7,6305,6602,9703,0,112,6193,"[598, 1495, 1038, 328, 962, 61, 260, 0, 1065, 1840, 333, 280, 595, 1697, 253, 1137, 1018, 7, 143, 1593, 589, 1456, 989, 1842, 592, 1421, 1730]"
279,7,6353,5487,10000,569,5327,1026,"[156, 113, 96, 3, 2, 197, 199, 0, 270, 56, 178, 9, 245, 223, 223, 296, 86, 331, 138, 134, 310, 95, 295, 287, 336, 104, 168]"
280,7,5842,7226,8616,0,1650,4192,"[68, 909, 1045, 92, 982, 924, 394, 0, 64, 634, 1330, 1279, 943, 1010, 345, 1085, 567, 914, 1360, 1120, 158, 1218, 630, 1263, 1029, 242, 7]"
281,7,5216,6944,6888,0,3490,1726,"[531, 377, 466, 302, 242, 21, 121, 0, 213, 297, 387, 278, 123, 471, 498, 552, 380, 396, 200, 549, 484, 381, 325, 511, 533, 516, 315]"
282,7,5815,7097,5606,0,2207,3608,"[1153, 928, 1000, 171, 822, 362, 713, 0, 430, 690, 674, 1094, 671, 281, 978, 804, 238, 7, 606, 1048, 153, 4, 55, 171, 637, 128, 363]"
283,7,6206,5148,6664,0,4676,1530,"[49, 346, 328, 296, 183, 397, 36, 0, 5, 475, 507, 351, 372, 334, 383, 489, 115, 131, 128, 254, 35, 422, 365, 418, 278, 183, 99]"
284,7,6939,6996,6607,0,2003,4936,"[376, 541, 909, 1231, 1022, 1222, 818, 0, 1053, 1075, 863, 566, 1051, 1530, 1389, 971, 1030, 808, 489, 193, 339, 716, 1205, 446, 1536, 599, 632]"
285,7,6527,5922,7212,0,3277,3250,"[899, 170, 630, 318, 126, 342, 657, 0, 9, 955, 529, 769, 1003, 625, 632, 370, 885, 444, 1035, 621, 275, 440, 511, 443, 611, 203, 469]"
286,7,6234,5077,8369,0,3543,2691,"[257, 2, 167, 247, 509, 265, 432, 0, 515, 155, 586, 213, 700, 18, 716, 518, 355, 859, 29, 839, 556, 851, 557, 233, 339, 213, 867]"
287,7,5169,5202,8336,0,3638,1531,"[174, 74, 177, 3, 432, 187, 129, 0, 156, 415, 372, 220, 102, 284, 248, 326, 71, 295, 258, 486, 184, 197, 491, 97, 192, 423, 482]"
288,7,5706,5639,8403,0,5412,294,"[34, 27, 19, 69, 83, 50, 3, 0, 33, 44, 12, 40, 38, 26, 50, 57, 18, 41, 60, 34, 40, 25, 76, 59, 67, 63, 5]"
289,7,6053,6306,8150,0,4435,1618,"[244, 380, 266, 237, 381, 298, 174, 0, 147, 533, 83, 51, 393, 114, 127, 431, 317, 341, 449, 497, 165, 41, 356, 321, 200, 203, 208]"
290,7,5086,5148,8088,0,1808,3278,"[542, 831, 629, 912, 740, 834, 714, 0, 903, 669, 1078, 961, 1088, 195, 921, 999, 946, 766, 926, 500, 286, 809, 1011, 507, 972, 740, 514]"
291,7,5619,6046,7661,0,553,5066,"[1581, 1149, 1302, 1295, 1489, 823, 278, 0, 1314, 1375, 305, 203, 1543, 651, 1243, 230, 258, 1289, 826, 251, 917, 1261, 1397, 955, 1077, 616, 1467]"
292,7,5441,6345,6757,0,2552,2889,"[872, 467, 495, 804, 232, 503, 313, 0, 539, 711, 15, 589, 516, 812, 105, 594, 109, 314, 812, 711, 498, 445, 373, 312, 113, 754, 928]"
293,7,6082,7265,5574,0,4699,1383,"[276, 42, 37, 256, 224, 61, 45, 0, 211, 412, 210, 112, 263, 155, 58, 130, 102, 35, 95, 267, 445, 175, 103, 84, 446, 383, 103]"
294,7,6912,7258,5228,0,1106,5806,"[77, 1642, 179, 281, 5, 689, 1405, 0, 220, 1149, 608, 1885, 487, 419, 1153, 176, 1187, 1917, 451, 1317, 1038, 1572, 378, 1640, 441, 328, 277]"
295,7,5711,2979,7960,0,3579,2132,"[661, 598, 439, 480, 144, 486, 115, 0, 614, 384, 343, 4, 571, 441, 238, 241, 103, 557, 119, 581, 590, 154, 660, 359, 523, 77, 302]"
296,7,5737,5004,8693,0,1550,4187,"[204, 610, 104, 763, 1171, 990, 494, 0, 688, 61, 654, 1153, 515, 291, 613, 1335, 544, 574, 717, 962, 1078, 801, 1340, 674, 394, 135, 1125]"
297,7,6289,5483,9499,0,4458,1831,"[286, 5, 454, 316, 45, 407, 438, 0, 458, 319, 505, 365, 440, 603, 438, 298, 37, 121, 149, 537, 71, 454, 272, 347, 459, 602, 126]"
298,7,6605,7477,8627,0,3622,2983,"[864, 513, 703, 14, 951, 108, 471, 0, 121, 411, 32, 102, 980, 614, 515, 486, 72, 577, 642, 46, 325, 139, 39, 746, 494, 460, 822]"
299,7,6956,5178,10000,405,5327,1629,"[277, 144, 237, 144, 176, 218, 393, 0, 159, 146, 343, 92, 475, 453, 378, 189, 413, 409, 401, 0, 353, 160, 296, 184, 486, 347, 75]"
0,8,5258,0,5258,0,1801,3457,"[394, 844, 595, 651, 1142, 1050, 591, 0, 54, 1105, 267, 1025, 908, 14, 262, 374, 903, 665, 1084, 452, 1120, 1010, 909, 367, 1001, 74, 718]"
1,8,6985,5133,7110,0,15,6970,"[1474, 1895, 1385, 2020, 508, 663, 939, 0, 860, 1364, 1293, 97, 1000, 841, 573, 1855, 820, 1087, 1447, 2087, 2235, 1907, 649, 472, 388, 1079, 1554]"
2,8,5182,6833,5459,0,4465,717,"[152, 178, 18, 93, 97, 201, 235, 0, 214, 87, 71, 173, 89, 2, 96, 154, 164, 66, 86, 89, 235, 49, 132, 19, 128, 226, 99]"
3,8,5967,5628,5798,0,3258,2709,"[575, 866, 507, 766, 144, 6, 533, 0, 18, 742, 268, 303, 779, 682, 547, 350, 173, 370, 695, 527, 29, 690, 656, 572, 705, 520, 689]"
4,8,6116,6252,5662,0,4895,1221,"[253, 26, 307, 118, 333, 95, 260, 0, 255, 361, 325, 300, 223, 405, 292, 99, 265, 132, 1, 182, 114, 150, 73, 384, 158, 83, 282]"
5,8,6433,5316,6779,0,1879,4554,"[808, 1503, 1345, 530, 281, 917, 1179, 0, 1460, 587, 695, 489, 1474, 622, 1150, 160, 22, 288, 1184, 1323, 693, 712, 729, 350, 91, 121, 1259]"
6,8,5295,5476,6598,0,537,4758,"[1570, 472, 968, 524, 71, 1248, 1434, 0, 1571, 920, 1083, 1059, 185, 602, 666, 1545, 519, 314, 1456, 698, 1067, 1134, 966, 186, 1103, 920, 471]"
7,8,6026,6656,5968,0,126,5900,"[899, 238, 410, 1297, 1422, 1773, 585, 0, 1005, 1100, 1033, 810, 1531, 1644, 132, 792, 1606, 593, 1955, 1341, 1166, 1140, 1675, 927, 643, 661, 833]"
8,8,5318,6429,4857,0,175,5143,"[1287, 1116, 1632, 0, 1286, 1603, 877, 0, 328, 1017, 954, 506, 1198, 549, 1190, 220, 958, 477, 900, 318, 127, 1369, 1052, 665, 1355, 135, 1121]"
9,8,6284,5971,5170,0,1824,4460,"[97, 626, 1108, 49, 1036, 543, 706, 0, 2, 778, 1438, 642, 922, 1450, 314, 1390, 930, 1149, 450, 313, 250, 187, 92, 810, 690, 83, 1430]"
10,8,6894,5365,6699,0,5619,1275,"[88, 85, 146, 194, 323, 266, 139, 0, 315, 34, 105, 1, 415, 14, 190, 168, 176, 386, 425, 158, 189, 354, 394, 224, 259, 424, 214]"
11,8,5789,5404,7084,0,828,4961,"[877, 1588, 1128, 589, 1021, 721, 1546, 0, 364, 664, 1105, 913, 793, 810, 598, 600, 550, 1546, 843, 944, 735, 1307, 1480, 905, 375, 830, 258]"
12,8,6470,5540,8014,0,1937,4533,"[507, 1044, 30, 1463, 1242, 642, 902, 0, 1373, 789, 639, 1166, 350, 1079, 91, 645, 832, 714, 731, 1369, 759, 659, 1098, 805, 866, 276, 682]"
13,8,5366,5236,8144,0,479,4887,"[1251, 775, 672, 1417, 118, 121, 1380, 0, 240, 274, 491, 1321, 648, 33, 69, 325, 1474, 580, 52, 318, 1521, 303, 1327, 165, 1263, 243, 842]"
14,8,5272,7124,6292,0,1129,4143,"[1357, 998, 598, 236, 581, 1145, 937, 0, 480, 250, 836, 1223, 291, 705, 186, 789, 893, 112, 28, 213, 1057, 776, 673, 395, 191, 502, 794]"
15,8,5266,6455,5103,0,1164,4102,"[1337, 1360, 724, 583, 1250, 441, 847, 0, 629, 436, 1225, 1224, 827, 680, 1021, 66, 438, 25, 469, 119, 290, 632, 493, 720, 914, 467, 240]"
16,8,6283,6054,5332,0,1410,4873,"[1478, 743, 1073, 252, 852, 918, 1135, 0, 490, 137, 919, 32, 566, 310, 541, 917, 660, 617, 188, 321, 958, 157, 4, 507, 785, 191, 229]"
17,8,6138,6154,5316,0,2866,3272,"[474, 346, 380, 696, 675, 991, 252, 0, 517, 501, 835, 364, 1060, 612, 671, 673, 549, 103, 596, 205, 342, 790, 136, 295, 729, 1068, 154]"
18,8,5274,2876,7714,0,1211,4063,"[815, 281, 64, 1019, 943, 1138, 658, 0, 1183, 1002, 1210, 568, 532, 206, 1263, 714, 415, 717, 1264, 178, 206, 1256, 839, 866, 213, 548, 1066]"
19,8,6427,5657,8484,0,1229,5198,"[1216, 612, 1697, 1257, 1264, 294, 1571, 0, 1171, 732, 645, 1237, 1475, 1321, 574, 936, 945, 439, 524, 983, 837, 773, 687, 1603, 1182, 1731, 1633]"
20,8,5558,6004,8038,0,749,4809,"[225, 466, 124, 1531, 1127, 1395, 203, 0, 970, 770, 1560, 70, 75, 39, 1336, 252, 91, 1252, 1312, 832, 1276, 1347, 767, 611, 402, 1186, 878]"
21,8,5063,7173,5928,0,3108,1955,"[380, 19, 125, 165, 124, 363, 565, 0, 434, 103, 105, 456, 357, 613, 143, 624, 211, 521, 292, 333, 146, 495, 387, 265, 162, 123, 53]"
22,8,5312,5388,5852,0,3070,2242,"[711, 691, 579, 499, 107, 55, 626, 0, 654, 325, 173, 360, 96, 401, 683, 731, 148, 198, 75, 452, 687, 385, 563, 124, 406, 441, 577]"
23,8,6572,5202,7222,0,553,6019,"[146, 83, 815, 123, 1740, 485, 1132, 0, 1129, 1902, 447, 703, 1216, 52, 1718, 1531, 1360, 1028, 378, 1785, 678, 670, 1685, 685, 1095, 1142, 517]"
24,8,6283,5597,7908,0,663,5620,"[956, 424, 133, 196, 260, 373, 1008, 0, 870, 815, 1638, 1370, 138, 923, 1832, 80, 1095, 1680, 1559, 29, 628, 81, 9, 829, 525, 1492, 455]"
25,8,6314,6855,7367,0,4217,2097,"[138, 193, 251, 223, 113, 634, 435, 0, 647, 176, 50, 469, 216, 13, 195, 350, 546, 159, 28, 529, 543, 589, 16, 280, 307, 39, 611]"
26,8,5542,5087,7822,0,1995,3547,"[1071, 346, 366, 1131, 970, 233, 759, 0, 645, 677, 530, 943, 801, 730, 291, 681, 10, 551, 1157, 1027, 758, 219, 1125, 490, 1080, 972, 583]"
27,8,6871,5078,9615,0,2426,4445,"[849, 851, 266, 397, 741, 1254, 1117, 0, 1345, 1406, 427, 402, 827, 495, 195, 282, 1209, 249, 54, 826, 119, 340, 565, 886, 1312, 393, 1172]"
28,8,6252,6261,9606,0,5820,432,"[65, 116, 111, 51, 109, 52, 49, 0, 19, 115, 115, 46, 71, 25, 17, 8, 132, 54, 81, 45, 29, 142, 137, 29, 138, 123, 45]"
29,8,5725,5345,9986,0,322,5403,"[282, 1164, 636, 244, 1467, 1304, 754, 0, 305, 1158, 38, 136, 1797, 22, 1151, 228, 346, 1170, 908, 1277, 800, 750, 922, 203, 864, 524, 1028]"
30,8,6657,5993,10000,650,3793,2864,"[88, 566, 681, 239, 115, 175, 729, 0, 318, 228, 440, 689, 250, 898, 123, 327, 940, 642, 34, 601, 8, 157, 844, 526, 335, 194, 504]"
31,8,5983,5226,10000,757,1199,4784,"[1428, 488, 1263, 557, 1054, 1183, 543, 0, 647, 307, 410, 310, 448, 484, 77, 482, 616, 920, 1119, 1506, 188, 1403, 783, 147, 333, 569, 759]"
32,8,5494,6198,9296,0,1805,3689,"[602, 584, 53, 566, 806, 900, 975, 0, 860, 481, 1059, 137, 909, 793, 727, 1034, 853, 356, 951, 117, 453, 1064, 1180, 273, 901, 809, 495]"
33,8,5513,7123,7686,0,4906,607,"[17, 10, 49, 103, 177, 122, 5, 0, 66, 39, 117, 35, 63, 138, 101, 104, 80, 119, 186, 126, 67, 127, 92, 96, 142, 12, 200]"
34,8,6327,5672,8341,0,72,6255,"[1886, 1601, 2001, 802, 1288, 1669, 1759, 0, 440, 658, 1600, 218, 1609, 1453, 1494, 783, 1286, 874, 1761, 869, 412, 1774, 1908, 1556, 174, 1433, 843]"
35,8,5211,7327,6225,0,4705,506,"[110, 73, 55, 133, 1, 88, 55, 0, 168, 19, 156, 41, 10, 62, 162, 77, 84, 147, 111, 75, 14, 138, 13, 77, 114, 29, 10]"
36,8,5047,7289,3983,0,476,4571,"[194, 663, 1399, 1317, 1448, 734, 157, 0, 777, 563, 598, 705, 336, 1392, 930, 119, 648, 1082, 1313, 134, 1318, 1172, 1081, 734, 1139, 1143, 884]"
37,8,5058,1501,7540,0,534,4524,"[1110, 612, 1078, 546, 660, 1066, 1019, 0, 1374, 562, 1001, 326, 350, 8, 910, 1099, 610, 813, 159, 1337, 754, 285, 1493, 1463, 1479, 297, 293]"
38,8,5877,5447,7970,0,4343,1534,"[317, 439, 63, 17, 133, 3, 168, 0, 283, 233, 500, 359, 460, 122, 64, 319, 489, 458, 419, 510, 335, 260, 278, 430, 80, 417, 362]"
39,8,5339,6310,6999,0,2634,2705,"[189, 816, 844, 9, 485, 49, 861, 0, 109, 878, 160, 427, 283, 484, 198, 143, 372, 668, 798, 326, 454, 580, 576, 325, 649, 61, 212]"
40,8,5695,6023,6671,0,1473,4222,"[233, 831, 1368, 591, 601, 200, 672, 0, 1186, 382, 832, 728, 1130, 970, 436, 970, 193, 607, 1381, 988, 929, 412, 1384, 746, 1173, 15, 109]"
41,8,5235,5683,6223,0,5108,127,"[41, 0, 32, 22, 34, 15, 41, 0, 38, 5, 25, 13, 28, 10, 34, 40, 41, 15, 7, 39, 32, 10, 18, 17, 5, 33, 1]"
42,8,5680,7433,4470,0,1055,4625,"[142, 288, 692, 594, 1032, 1224, 787, 0, 865, 1360, 1505, 925, 1106, 590, 1073, 610, 743, 547, 1217, 1303, 219, 159, 1278, 323, 1068, 341, 1154]"
43,8,6390,869,9991,0,3619,2771,"[671, 54, 581, 605, 374, 508, 218, 0, 818, 512, 671, 566, 708, 676, 105, 401, 826, 197, 867, 207, 671, 465, 159, 491, 185, 429, 415]"
44,8,6799,5179,10000,1611,5133,1666,"[492, 28, 226, 224, 74, 80, 267, 0, 328, 253, 183, 393, 2, 191, 531, 395, 341, 329, 37, 511, 283, 198, 43, 554, 214, 538, 64]"
45,8,6166,7114,9052,0,3158,3008,"[631, 219, 534, 743, 355, 75, 205, 0, 225, 862, 549, 524, 639, 937, 893, 810, 618, 465, 106, 933, 376, 387, 523, 259, 814, 875, 411]"
46,8,6455,6197,9310,0,3744,2711,"[443, 102, 97, 337, 331, 831, 451, 0, 863, 727, 756, 106, 647, 517, 158, 701, 220, 849, 796, 814, 442, 245, 590, 386, 488, 242, 889]"
47,8,6303,6737,8876,0,503,5800,"[1008, 211, 332, 1570, 308, 282, 1103, 0, 1101, 1497, 315, 819, 1344, 1722, 775, 758, 541, 1143, 1821, 144, 1535, 26, 1424, 178, 1218, 1225, 1486]"
48,8,5299,7417,6758,0,1240,4059,"[459, 848, 868, 792, 291, 985, 971, 0, 607, 499, 105, 1171, 1177, 319, 600, 418, 21, 1003, 351, 1206, 1328, 332, 439, 1234, 535, 202, 1007]"
49,8,6982,5732,8008,0,1832,5150,"[870, 158, 198, 534, 120, 736, 1365, 0, 813, 1220, 592, 99, 1179, 1692, 1689, 1695, 1261, 1481, 9, 31, 243, 682, 1350, 1111, 1637, 286, 1120]"
50,8,6960,5244,9724,0,451,6509,"[1573, 1729, 618, 327, 880, 822, 1481, 0, 383, 1470, 883, 1358, 359, 684, 2093, 102, 1521, 1474, 548, 139, 1674, 984, 759, 1915, 33, 965, 1395]"
51,8,5761,5066,10000,419,1413,4348,"[1111, 1233, 1209, 449, 756, 189, 541, 0, 565, 201, 1311, 841, 343, 5, 1125, 801, 1396, 511, 1442, 560, 431, 519, 1056, 257, 689, 1183, 1056]"
52,8,5108,5880,9228,0,1091,4017,"[1013, 281, 225, 315, 254, 703, 1050, 0, 476, 737, 566, 717, 719, 588, 891, 1056, 773, 132, 1315, 342, 889, 743, 767, 480, 449, 622, 109]"
53,8,6305,7231,8302,0,1655,4650,"[928, 35, 1088, 151, 565, 258, 522, 0, 59, 446, 1220, 1130, 601, 1351, 618, 364, 287, 551, 1509, 1027, 710, 1421, 172, 82, 1417, 619, 908]"
54,8,5424,7248,6478,0,4082,1342,"[136, 345, 280, 120, 394, 392, 440, 0, 380, 83, 43, 305, 379, 241, 200, 158, 390, 1, 145, 363, 276, 240, 225, 312, 416, 48, 398]"
55,8,6700,7148,6030,0,3403,3297,"[588, 512, 689, 478, 962, 713, 957, 0, 228, 163, 512, 386, 557, 641, 91, 85, 524, 529, 237, 174, 408, 855, 613, 767, 983, 835, 1066]"
56,8,6502,6446,6086,0,501,6001,"[1769, 898, 275, 796, 695, 1404, 1068, 0, 887, 1254, 905, 1801, 521, 6, 384, 668, 517, 1718, 1400, 758, 450, 819, 1822, 807, 1311, 867, 604]"
57,8,6753,7250,5589,0,4568,2185,"[331, 440, 248, 413, 671, 652, 262, 0, 677, 444, 700, 239, 699, 695, 640, 48, 263, 200, 143, 66, 124, 73, 151, 181, 450, 452, 448]"
58,8,5304,3873,7020,0,396,4908,"[139, 157, 1528, 189, 598, 933, 1493, 0, 566, 376, 672, 1043, 1048, 696, 1520, 1144, 1082, 576, 1138, 1328, 1191, 985, 1280, 132, 1421, 1411, 849]"
59,8,6669,5947,7742,0,6652,17,"[1, 4, 2, 3, 5, 3, 3, 0, 4, 0, 0, 0, 1, 2, 2, 4, 5, 1, 2, 2, 5, 0, 3, 4, 0, 3, 1]"
60,8,5778,5554,7966,0,2173,3605,"[921, 368, 197, 14, 250, 1200, 985, 0, 247, 5, 406, 205, 182, 643, 982, 193, 438, 389, 105, 946, 330, 224, 2, 940, 480, 851, 71]"
61,8,5352,6204,7114,0,4218,1134,"[53, 280, 45, 27, 329, 166, 126, 0, 104, 132, 362, 183, 304, 134, 101, 179, 150, 291, 42, 6, 189, 67, 344, 72, 203, 225, 266]"
62,8,6583,6083,7614,0,5792,791,"[160, 231, 206, 147, 92, 62, 165, 0, 97, 171, 35, 213, 48, 167, 31, 259, 63, 62, 222, 145, 51, 254, 156, 225, 41, 135, 194]"
63,8,5906,6417,7103,0,5364,542,"[24, 21, 89, 83, 25, 7, 52, 0, 161, 65, 88, 149, 129, 142, 107, 86, 109, 174, 26, 108, 128, 140, 66, 172, 174, 21, 142]"
64,8,5986,7215,5874,0,3556,2430,"[323, 785, 174, 474, 267, 557, 579, 0, 508, 396, 257, 231, 13, 807, 201, 323, 103, 629, 209, 410, 514, 324, 198, 736, 504, 735, 338]"
65,8,5584,6629,4829,0,4309,1275,"[230, 271, 423, 268, 298, 90, 239, 0, 35, 183, 394, 5, 114, 354, 354, 140, 77, 306, 258, 423, 78, 400, 69, 304, 258, 245, 74]"
66,8,5825,1570,9084,0,5131,694,"[5, 200, 122, 73, 202, 14, 80, 0, 91, 51, 189, 214, 182, 162, 181, 132, 166, 14, 62, 46, 131, 203, 182, 191, 12, 31, 72]"
67,8,6239,5709,9614,0,3534,2705,"[511, 102, 604, 64, 364, 70, 411, 0, 891, 363, 863, 174, 311, 831, 644, 42, 396, 443, 823, 650, 761, 367, 508, 351, 511, 423, 539]"
68,8,6326,6351,9589,0,210,6116,"[1505, 478, 551, 1813, 1989, 1775, 269, 0, 869, 1428, 12, 1173, 2008, 1277, 790, 262, 817, 1898, 1524, 10, 1562, 611, 277, 246, 904, 490, 1337]"
69,8,5649,7173,8065,0,4901,748,"[83, 52, 130, 94, 198, 191, 154, 0, 230, 236, 14, 185, 70, 89, 218, 239, 233, 168, 136, 179, 72, 204, 71, 14, 90, 200, 140]"
70,8,5197,5730,7532,0,1182,4015,"[1184, 479, 1292, 50, 1248, 1328, 201, 0, 385, 679, 908, 221, 389, 1238, 1301, 625, 145, 1017, 1315, 74, 131, 878, 788, 1335, 515, 1146, 681]"
71,8,5098,6618,6012,0,4054,1044,"[87, 21, 213, 197, 261, 227, 286, 0, 19, 261, 199, 147, 27, 274, 278, 29, 136, 136, 96, 341, 331, 42, 142, 223, 255, 230, 74]"
72,8,5130,6864,4278,0,4994,136,"[36, 23, 41, 36, 18, 23, 31, 0, 45, 16, 37, 12, 0, 21, 29, 20, 0, 31, 34, 6, 43, 1, 34, 4, 12, 17, 20]"
73,8,6966,6031,5213,0,3572,3394,"[662, 287, 438, 589, 658, 1028, 1006, 0, 201, 1053, 696, 1062, 885, 533, 477, 667, 182, 910, 122, 345, 358, 986, 225, 419, 275, 822, 233]"
74,8,5152,602,9763,0,1337,3815,"[227, 1073, 303, 1015, 629, 1189, 647, 0, 279, 64, 879, 516, 78, 994, 884, 191, 1244, 122, 84, 1017, 125, 500, 528, 729, 1233, 708, 1210]"
75,8,5353,6090,9026,0,2729,2624,"[278, 727, 522, 785, 222, 607, 608, 0, 448, 208, 752, 353, 141, 337, 581, 619, 451, 698, 769, 542, 186, 465, 308, 800, 583, 849, 5]"
76,8,6550,5975,9601,0,3611,2939,"[342, 438, 896, 217, 340, 843, 297, 0, 282, 368, 806, 295, 80, 690, 116, 393, 175, 767, 820, 540, 364, 319, 79, 550, 89, 51, 976]"
77,8,5810,5988,9423,0,2262,3548,"[734, 943, 158, 578, 261, 57, 348, 0, 784, 177, 785, 359, 167, 453, 889, 105, 184, 1062, 303, 162, 918, 735, 1034, 197, 467, 1089, 1133]"
78,8,6528,6375,9576,0,1625,4903,"[354, 714, 1286, 374, 383, 1367, 87, 0, 699, 865, 931, 204, 1360, 566, 111, 1188, 358, 414, 314, 64, 276, 858, 698, 325, 1238, 556, 917]"
79,8,6137,5705,10000,8,563,5574,"[1723, 230, 390, 163, 1779, 1513, 347, 0, 1429, 590, 595, 1615, 1170, 1610, 313, 182, 1068, 67, 981, 1714, 1525, 624, 111, 349, 1197, 1035, 1316]"
80,8,5559,5608,9951,0,3777,1782,"[505, 515, 342, 557, 296, 5, 28, 0, 147, 47, 330, 236, 249, 342, 223, 357, 314, 432, 349, 212, 572, 571, 353, 533, 57, 122, 89]"
81,8,6890,6095,10000,746,3670,3220,"[448, 815, 574, 422, 577, 189, 91, 0, 920, 602, 453, 586, 729, 848, 911, 385, 843, 179, 577, 1038, 578, 889, 312, 969, 536, 337, 769]"
82,8,5478,7206,8272,0,15,5463,"[1662, 873, 889, 780, 1457, 741, 514, 0, 98, 1613, 1772, 1353, 460, 531, 762, 393, 1707, 1286, 1000, 1560, 1749, 543, 1522, 1685, 557, 39, 1559]"
83,8,5026,6010,7288,0,4709,317,"[3, 14, 77, 15, 80, 69, 43, 0, 88, 94, 58, 102, 69, 69, 22, 66, 83, 78, 95, 56, 100, 60, 60, 70, 13, 48, 55]"
84,8,5504,6585,6207,0,1166,4338,"[1069, 129, 1352, 1053, 514, 1065, 1170, 0, 984, 108, 975, 628, 425, 211, 834, 793, 834, 1412, 597, 72, 773, 145, 502, 872, 289, 515, 521]"
85,8,5533,7405,4335,0,1209,4324,"[1357, 629, 191, 689, 1391, 548, 923, 0, 342, 587, 339, 13, 1267, 1226, 802, 1310, 833, 612, 654, 476, 646, 55, 1028, 616, 868, 113, 1389]"
86,8,5561,4654,5242,0,1392,4169,"[1266, 119, 163, 216, 1016, 872, 103, 0, 175, 830, 490, 396, 145, 801, 1045, 856, 37, 1275, 303, 1036, 718, 886, 468, 799, 831, 1193, 1154]"
87,8,6959,6026,6175,0,4557,2402,"[13, 360, 59, 194, 138, 0, 530, 0, 118, 620, 20, 733, 51, 487, 635, 765, 347, 240, 730, 615, 397, 553, 354, 536, 218, 85, 765]"
88,8,5048,6293,4930,0,4900,148,"[4, 10, 41, 27, 45, 30, 44, 0, 5, 14, 25, 19, 45, 31, 43, 27, 15, 37, 46, 21, 24, 36, 27, 10, 2, 7, 49]"
89,8,5470,4093,6307,0,3489,1981,"[260, 320, 100, 114, 128, 214, 39, 0, 568, 205, 134, 91, 46, 522, 11, 587, 425, 428, 323, 265, 127, 214, 455, 512, 239, 11, 426]"
90,8,5440,7162,4585,0,3217,2223,"[525, 207, 363, 324, 97, 269, 732, 0, 286, 294, 154, 255, 432, 693, 446, 117, 547, 590, 14, 347, 282, 482, 603, 374, 498, 9, 643]"
91,8,5512,5091,5006,0,5460,52,"[6, 11, 1, 10, 16, 12, 11, 0, 15, 11, 0, 10, 11, 11, 7, 5, 13, 0, 16, 14, 15, 0, 6, 17, 2, 16, 0]"
92,8,5379,1017,9368,0,928,4451,"[1352, 817, 145, 1434, 98, 1324, 155, 0, 378, 937, 185, 1325, 1109, 1365, 238, 813, 1310, 826, 713, 1292, 502, 154, 962, 506, 1346, 101, 91]"
93,8,6191,5056,10000,503,4039,2152,"[58, 15, 446, 231, 138, 430, 307, 0, 343, 313, 618, 640, 682, 307, 399, 315, 132, 45, 28, 439, 446, 474, 318, 178, 476, 324, 486]"
94,8,5379,7159,8220,0,237,5142,"[206, 1518, 574, 968, 26, 1633, 1224, 0, 943, 412, 165, 1566, 246, 1117, 164, 1434, 1433, 327, 1514, 926, 343, 471, 15, 1438, 1629, 1067, 1482]"
95,8,5803,5702,8321,0,998,4805,"[548, 1236, 725, 500, 627, 1404, 1409, 0, 245, 377, 1573, 0, 502, 614, 7, 78, 706, 453, 1331, 670, 598, 723, 590, 535, 411, 1585, 1102]"
96,8,6040,5277,9084,0,1509,4531,"[335, 678, 836, 871, 988, 1032, 756, 0, 1127, 1498, 63, 49, 1079, 152, 289, 329, 391, 1172, 1392, 1424, 309, 206, 585, 1168, 641, 227, 369]"
97,8,6543,5792,9835,0,1399,5144,"[1134, 46, 210, 1590, 1484, 282, 439, 0, 80, 466, 1624, 708, 1059, 1525, 1698, 875, 1507, 1011, 1267, 1448, 1708, 1063, 1371, 943, 1119, 981, 1550]"
98,8,6292,5503,10000,624,3841,2451,"[395, 444, 742, 347, 457, 491, 523, 0, 218, 649, 549, 94, 679, 325, 128, 774, 104, 465, 101, 295, 433, 574, 772, 634, 213, 105, 781]"
99,8,6243,5393,10000,850,3278,2965,"[780, 315, 69, 123, 143, 256, 81, 0, 347, 68, 657, 793, 177, 196, 126, 722, 377, 806, 545, 669, 108, 716, 119, 475, 581, 114, 795]"
100,8,6959,5888,10000,1071,4022,2937,"[678, 21, 148, 549, 248, 638, 489, 0, 557, 171, 682, 790, 211, 186, 566, 533, 554, 669, 140, 803, 702, 968, 144, 166, 380, 892, 901]"
