timestamp,node_id,incoming_tx,outgoing_tx,remaining_tx,missing_tx,tx_from_client,tx_from_node,tx_from_node_detail
47,6,6385,6312,7358,0,1275,5110,"[1775, 2555, 2284, 524, 1644, 1909, 0, 1945, 1907, 1957, 1966, 1671, 554, 745, 499, 1432, 1255, 1877, 1251, 960, 603, 1607, 989, 1730, 2481, 1810, 1818, 2512, 1525]"
48,6,6063,6422,6999,0,393,5670,"[1975, 2835, 1926, 1108, 1795, 704, 0, 122, 754, 400, 784, 2237, 1684, 1664, 13, 2090, 1122, 1903, 761, 1462, 2410, 1545, 190, 2812, 810, 1323, 2112, 2674, 376]"
49,6,6770,6096,7673,0,2838,3932,"[1095, 1966, 759, 613, 320, 68, 0, 287, 185, 158, 927, 331, 614, 40, 1668, 126, 1126, 157, 1714, 625, 1873, 1771, 537, 1011, 1672, 408, 167, 836, 604]"
50,6,5902,6549,7026,0,599,5303,"[130, 2651, 2601, 4, 1759, 2330, 0, 270, 253, 1374, 94, 2606, 1955, 586, 1207, 2012, 977, 1254, 1495, 1851, 1183, 493, 2644, 234, 1256, 1734, 461, 1331, 580]"
51,6,5403,7289,5140,0,662,4741,"[816, 2370, 1303, 515, 2090, 428, 0, 2304, 934, 2105, 207, 1801, 1034, 1158, 1565, 2223, 2109, 1335, 1359, 890, 1681, 1828, 1749, 1042, 2097, 794, 22, 899, 2241]"
52,6,6179,6517,4802,0,5375,804,"[326, 402, 237, 107, 383, 388, 0, 187, 149, 67, 76, 112, 386, 234, 90, 21, 21, 210, 187, 324, 35, 116, 200, 86, 83, 45, 116, 22, 184]"
53,6,6445,5222,6025,0,2896,3549,"[242, 1774, 1204, 1237, 649, 583, 0, 1199, 68, 256, 1179, 485, 747, 852, 246, 296, 571, 522, 749, 932, 217, 1497, 1275, 869, 1018, 1047, 1713, 997, 685]"
54,6,6397,6533,5889,0,3881,2516,"[524, 1258, 1006, 938, 1034, 81, 0, 944, 1077, 1236, 374, 377, 759, 936, 677, 526, 746, 662, 890, 550, 477, 430, 1230, 1190, 904, 8, 0, 291, 367]"
55,6,5620,5451,6058,0,4355,1265,"[26, 632, 148, 547, 605, 370, 0, 389, 333, 71, 294, 204, 527, 314, 374, 231, 68, 215, 150, 560, 591, 382, 120, 383, 289, 554, 480, 544, 437]"
56,6,6709,7190,5577,0,2824,3885,"[5, 1942, 409, 464, 1436, 557, 0, 1412, 585, 1099, 499, 360, 983, 1563, 1097, 941, 971, 191, 1263, 1733, 285, 497, 681, 422, 873, 1580, 1596, 1296, 628]"
57,6,6546,5190,6933,0,4759,1787,"[374, 893, 9, 455, 509, 507, 0, 228, 199, 500, 258, 631, 498, 275, 783, 174, 30, 851, 466, 44, 549, 390, 612, 240, 253, 386, 218, 166, 513]"
58,6,6011,7254,5690,0,51,5960,"[1227, 2980, 1020, 755, 2962, 1645, 0, 2524, 2797, 561, 1237, 953, 795, 2158, 2801, 2009, 757, 516, 630, 1867, 2436, 752, 2441, 780, 2957, 344, 587, 2952, 2748]"
59,6,6275,6169,5796,0,3975,2300,"[342, 1150, 929, 826, 672, 791, 0, 246, 37, 860, 559, 864, 1026, 108, 26, 96, 328, 423, 975, 826, 484, 681, 99, 1122, 304, 570, 33, 661, 966]"
60,6,6500,5579,6717,0,3670,2830,"[200, 1415, 617, 387, 750, 211, 0, 119, 231, 524, 124, 152, 1262, 404, 146, 894, 77, 1384, 486, 1115, 352, 76, 533, 864, 1153, 1144, 741, 229, 967]"
61,6,5187,7192,4712,0,1070,4117,"[40, 2058, 1988, 1935, 1774, 1867, 0, 265, 1649, 4, 564, 1984, 1092, 1876, 1198, 1584, 1330, 905, 757, 1388, 617, 42, 441, 79, 890, 1679, 1601, 613, 638]"
62,6,6747,6310,5149,0,6298,449,"[165, 224, 211, 105, 92, 65, 0, 72, 105, 70, 53, 3, 31, 170, 119, 68, 95, 58, 79, 224, 26, 94, 35, 3, 84, 188, 40, 21, 146]"
63,6,5506,829,9826,0,1741,3765,"[1400, 1882, 1246, 231, 667, 1287, 0, 1602, 267, 1841, 777, 704, 450, 1084, 1667, 296, 107, 50, 1162, 1882, 1431, 1325, 1207, 563, 260, 329, 66, 316, 1374]"
64,6,5932,5923,9835,0,4228,1704,"[276, 852, 275, 766, 70, 609, 0, 416, 347, 178, 199, 698, 536, 642, 651, 337, 329, 313, 811, 291, 120, 100, 685, 391, 542, 365, 159, 271, 365]"
65,6,5511,7115,8231,0,5097,414,"[0, 207, 124, 40, 162, 8, 0, 149, 26, 174, 101, 199, 51, 62, 140, 113, 92, 142, 188, 116, 98, 187, 178, 112, 63, 129, 112, 146, 78]"
66,6,6381,6347,8265,0,3785,2596,"[101, 1298, 140, 604, 19, 469, 0, 738, 243, 773, 1098, 174, 798, 1024, 422, 933, 618, 1122, 646, 548, 538, 43, 1196, 932, 453, 1219, 307, 340, 679]"
67,6,6572,6155,8682,0,3066,3506,"[1302, 1753, 857, 861, 656, 509, 0, 234, 558, 252, 381, 257, 787, 602, 1122, 1312, 1665, 541, 1424, 123, 1377, 267, 141, 1090, 14, 1655, 106, 1192, 749]"
68,6,5999,5906,8775,0,4811,1188,"[401, 594, 351, 83, 502, 301, 0, 2, 337, 4, 101, 524, 198, 509, 32, 401, 285, 168, 205, 140, 337, 466, 387, 252, 354, 187, 262, 75, 36]"
69,6,5073,6262,7586,0,949,4124,"[238, 2062, 1516, 745, 19, 444, 0, 1331, 1917, 968, 1182, 1802, 1600, 1913, 1805, 44, 1525, 968, 944, 315, 1848, 411, 633, 45, 1682, 1371, 259, 1683, 1344]"
70,6,6536,6307,7815,0,6452,84,"[37, 42, 0, 26, 7, 40, 0, 33, 11, 5, 12, 15, 26, 42, 31, 32, 0, 15, 19, 24, 13, 26, 33, 24, 36, 21, 40, 40, 5]"
71,6,6082,6542,7355,0,2397,3685,"[942, 1842, 82, 1330, 925, 514, 0, 1549, 1540, 943, 158, 688, 1168, 1120, 1124, 1429, 1354, 1620, 230, 38, 550, 1082, 472, 318, 1491, 265, 1618, 1495, 1392]"
72,6,5412,6031,6736,0,1725,3687,"[1129, 1843, 576, 501, 1383, 163, 0, 1714, 1600, 1774, 1033, 1760, 1226, 744, 21, 761, 348, 168, 1818, 1393, 176, 1843, 821, 464, 176, 1587, 496, 671, 452]"
73,6,5716,5054,7398,0,101,5615,"[1606, 2807, 2677, 1876, 1437, 1160, 0, 1757, 480, 1351, 202, 2261, 1999, 2192, 985, 733, 774, 700, 1654, 2665, 493, 14, 565, 1614, 2086, 2031, 29, 1280, 2476]"
74,6,6670,6115,7953,0,2457,4213,"[1381, 2106, 23, 1550, 545, 1492, 0, 2079, 1921, 1974, 1782, 1954, 500, 1940, 835, 115, 191, 1964, 1721, 636, 1380, 497, 1426, 2088, 1102, 876, 1190, 1235, 842]"
75,6,5314,6219,7048,0,314,5000,"[679, 2500, 329, 129, 2355, 2009, 0, 885, 1156, 1647, 1459, 1103, 1104, 117, 954, 1618, 2462, 1217, 1055, 1356, 2200, 2187, 1622, 232, 2351, 188, 746, 1268, 2424]"
76,6,6742,5435,8355,0,4661,2081,"[467, 1040, 412, 857, 300, 417, 0, 385, 269, 322, 251, 367, 318, 278, 630, 476, 772, 369, 160, 364, 289, 553, 1021, 624, 905, 119, 202, 22, 553]"
77,6,6979,6729,8605,0,67,6912,"[319, 3456, 1016, 2263, 2451, 1071, 0, 1271, 1816, 3091, 2649, 251, 2092, 1672, 1382, 1892, 2660, 1137, 286, 525, 2475, 762, 3453, 433, 1037, 1551, 804, 30, 876]"
78,6,5617,6814,7408,0,2310,3307,"[535, 1653, 450, 1175, 694, 1361, 0, 1106, 1232, 1190, 1044, 835, 3, 961, 1380, 628, 505, 1282, 1538, 101, 1002, 570, 1181, 766, 320, 732, 481, 1001, 1027]"
79,6,5792,5081,8119,0,3970,1822,"[630, 911, 748, 346, 337, 546, 0, 497, 207, 71, 769, 437, 229, 750, 577, 553, 509, 845, 679, 132, 322, 792, 749, 312, 458, 319, 719, 256, 407]"
80,6,6904,6745,8278,0,2711,4193,"[934, 2096, 1238, 1490, 1568, 1828, 0, 1767, 789, 147, 1108, 142, 867, 1897, 1129, 1656, 233, 947, 220, 1218, 17, 208, 1975, 1347, 1537, 1477, 747, 198, 843]"
81,6,5477,6302,7453,0,3414,2063,"[500, 1031, 690, 358, 45, 760, 0, 907, 647, 306, 36, 507, 568, 894, 728, 617, 910, 238, 151, 336, 607, 188, 60, 585, 779, 793, 295, 567, 956]"
82,6,5301,7120,5634,0,1241,4060,"[461, 2030, 437, 1139, 1856, 898, 0, 453, 1856, 1724, 638, 1910, 271, 347, 1703, 1857, 708, 2014, 428, 540, 204, 1800, 1129, 1169, 550, 1976, 33, 1589, 607]"
83,6,5777,7420,3991,0,4190,1587,"[26, 793, 473, 489, 693, 282, 0, 204, 680, 75, 69, 390, 181, 547, 353, 778, 182, 697, 110, 657, 683, 253, 705, 427, 378, 445, 429, 37, 268]"
84,6,5757,1235,8513,0,1814,3943,"[476, 1971, 1080, 1747, 1378, 26, 0, 777, 1094, 1935, 1456, 768, 782, 104, 276, 850, 1024, 1097, 1953, 659, 123, 1729, 394, 685, 723, 1734, 50, 1938, 144]"
85,6,5401,6180,7734,0,3302,2099,"[698, 1049, 159, 1033, 736, 898, 0, 866, 807, 500, 518, 313, 250, 108, 585, 656, 269, 737, 514, 388, 934, 821, 852, 880, 178, 456, 1011, 736, 21]"
86,6,5579,5311,8002,0,2236,3343,"[32, 1671, 1361, 160, 1258, 961, 0, 1310, 162, 3, 1021, 872, 1103, 75, 1487, 1352, 1212, 404, 919, 1532, 202, 61, 605, 1160, 1363, 580, 291, 27, 1112]"
87,6,5432,6662,6772,0,1928,3504,"[321, 1752, 1119, 1242, 583, 1314, 0, 1080, 670, 1366, 448, 1679, 1515, 1640, 641, 1022, 723, 1738, 1193, 1281, 968, 1059, 263, 478, 527, 1136, 1502, 1260, 348]"
88,6,6986,7175,6583,0,5870,1116,"[552, 558, 259, 402, 144, 330, 0, 264, 116, 491, 434, 116, 263, 263, 237, 530, 145, 143, 504, 327, 45, 510, 73, 420, 229, 251, 522, 324, 251]"
89,6,5161,5555,6189,0,2216,2945,"[450, 1472, 1260, 503, 1082, 453, 0, 1273, 821, 1469, 205, 1311, 38, 1262, 1274, 1133, 664, 1264, 467, 350, 1052, 630, 270, 1314, 1182, 1173, 1008, 435, 456]"
90,6,6615,5751,7053,0,4419,2196,"[326, 1098, 597, 438, 505, 94, 0, 964, 1054, 630, 856, 37, 246, 670, 717, 736, 355, 67, 412, 522, 1048, 859, 351, 821, 475, 746, 732, 900, 177]"
91,6,5912,5203,7762,0,254,5658,"[1243, 2829, 2180, 1421, 2126, 1704, 0, 687, 2398, 734, 2105, 1991, 1248, 468, 544, 1314, 1823, 1624, 1639, 65, 1649, 1968, 1659, 1749, 2469, 416, 1236, 617, 1725]"
92,6,6413,6967,7208,0,5602,811,"[5, 405, 319, 371, 392, 251, 0, 149, 49, 281, 24, 311, 131, 108, 7, 299, 231, 69, 348, 119, 295, 327, 35, 265, 156, 233, 279, 345, 11]"
93,6,5646,6863,5991,0,4208,1438,"[169, 719, 495, 587, 207, 120, 0, 687, 282, 76, 665, 479, 377, 433, 274, 269, 360, 315, 5, 233, 664, 461, 288, 38, 636, 626, 692, 121, 533]"
94,6,6278,5809,6460,0,3896,2382,"[330, 1191, 1160, 962, 14, 978, 0, 579, 1156, 389, 871, 1147, 586, 79, 55, 747, 661, 285, 220, 908, 699, 999, 882, 958, 1026, 333, 669, 1142, 548]"
95,6,6382,7261,5581,0,5479,903,"[305, 451, 286, 121, 10, 376, 0, 244, 230, 138, 131, 115, 76, 240, 142, 75, 164, 380, 100, 219, 203, 246, 417, 403, 266, 327, 94, 324, 179]"
96,6,6837,6511,5907,0,1001,5836,"[510, 2918, 664, 2292, 1736, 2604, 0, 1470, 579, 2461, 1240, 1914, 2537, 232, 1417, 2514, 1183, 2812, 338, 2258, 834, 61, 515, 2371, 2885, 1312, 2310, 911, 2891]"
97,6,6792,5190,7509,0,5752,1040,"[291, 520, 508, 147, 21, 235, 0, 51, 269, 217, 45, 263, 364, 369, 212, 421, 392, 54, 73, 49, 259, 286, 450, 301, 130, 114, 128, 8, 264]"
98,6,5362,5283,7588,0,133,5229,"[801, 2614, 147, 209, 1856, 2114, 0, 2274, 1396, 2189, 2127, 2599, 176, 933, 2443, 2066, 1069, 2233, 1200, 2165, 1, 2497, 524, 1986, 1772, 2558, 676, 1842, 1057]"
99,6,5280,5167,7701,0,3913,1367,"[632, 683, 217, 27, 15, 35, 0, 376, 12, 216, 90, 197, 164, 571, 296, 398, 136, 31, 326, 54, 575, 610, 618, 417, 200, 341, 19, 337, 297]"
100,6,5119,6447,6373,0,2465,2654,"[1170, 1327, 707, 822, 922, 1160, 0, 927, 63, 19, 875, 1287, 517, 901, 1034, 488, 297, 50, 1122, 946, 824, 205, 110, 918, 611, 1002, 241, 1123, 831]"
101,6,6299,6231,6441,0,1008,5291,"[29, 2645, 1050, 2072, 2635, 2524, 0, 1122, 142, 151, 612, 258, 2488, 2175, 1874, 2546, 1830, 2529, 848, 251, 1781, 1431, 50, 2413, 2237, 1489, 279, 961, 483]"
102,6,5794,5472,6763,0,4327,1467,"[3, 733, 499, 479, 214, 224, 0, 265, 231, 702, 328, 687, 240, 603, 169, 709, 701, 658, 98, 200, 642, 601, 636, 724, 21, 611, 682, 581, 155]"
103,6,6488,5446,7805,0,3311,3177,"[590, 1588, 360, 1071, 463, 1034, 0, 526, 209, 1459, 919, 739, 622, 1099, 1007, 587, 1255, 1151, 1250, 1292, 907, 50, 1252, 922, 948, 1086, 796, 405, 913]"
104,6,6592,5312,9085,0,2544,4048,"[681, 2024, 884, 511, 931, 568, 0, 142, 1764, 1165, 347, 1638, 347, 2011, 45, 39, 90, 1452, 613, 60, 1674, 1050, 237, 543, 766, 153, 1906, 706, 1479]"
105,6,5336,5773,8648,0,4399,937,"[338, 468, 78, 61, 17, 188, 0, 175, 113, 449, 75, 431, 464, 73, 369, 102, 357, 127, 117, 468, 186, 331, 231, 224, 171, 296, 275, 114, 280]"
106,6,5576,6638,7586,0,4335,1241,"[142, 620, 144, 156, 620, 257, 0, 411, 289, 498, 471, 555, 602, 533, 39, 341, 556, 77, 177, 198, 79, 604, 410, 293, 511, 311, 226, 562, 559]"
107,6,5820,5702,7704,0,3739,2081,"[839, 1040, 975, 443, 502, 992, 0, 541, 760, 369, 403, 137, 742, 752, 594, 216, 328, 894, 485, 914, 891, 900, 1003, 612, 829, 967, 354, 180, 443]"
108,6,5182,6537,6349,0,3033,2149,"[20, 1074, 972, 762, 710, 480, 0, 892, 962, 141, 645, 204, 1060, 913, 587, 1059, 757, 707, 451, 16, 651, 980, 364, 372, 56, 211, 547, 126, 625]"
109,6,6957,5177,8129,0,4990,1967,"[366, 983, 898, 764, 614, 121, 0, 349, 781, 607, 924, 342, 655, 752, 577, 181, 174, 424, 970, 358, 202, 265, 551, 47, 365, 941, 429, 630, 360]"
110,6,6084,7429,6784,0,839,5245,"[1797, 2622, 1941, 1627, 148, 1344, 0, 2439, 1665, 237, 2578, 1089, 468, 230, 26, 2350, 1832, 1507, 2414, 2437, 2026, 2233, 1297, 1968, 793, 1836, 1235, 2228, 2309]"
111,6,5862,7213,5433,0,4459,1403,"[680, 701, 31, 645, 250, 472, 0, 180, 342, 516, 114, 216, 64, 93, 428, 441, 42, 548, 486, 86, 162, 342, 377, 617, 82, 650, 617, 510, 472]"
112,6,6219,5096,6556,0,2787,3432,"[755, 1716, 1294, 430, 1152, 1382, 0, 1554, 209, 68, 1580, 1584, 202, 205, 632, 976, 632, 1207, 1152, 439, 317, 97, 736, 827, 93, 1298, 536, 1350, 1408]"
113,6,6860,6257,7159,0,6075,785,"[115, 392, 181, 292, 98, 24, 0, 77, 174, 93, 148, 193, 367, 41, 168, 313, 116, 0, 307, 285, 99, 157, 62, 103, 298, 131, 86, 81, 217]"
114,6,6043,6560,6642,0,1469,4574,"[517, 2287, 433, 213, 1331, 237, 0, 400, 1163, 1478, 569, 1790, 1151, 316, 979, 2229, 1615, 1026, 1960, 2012, 1117, 1370, 582, 696, 686, 1198, 1955, 1937, 842]"
115,6,5471,6157,5956,0,3121,2350,"[1021, 1175, 659, 469, 886, 338, 0, 362, 1016, 416, 479, 956, 415, 209, 561, 542, 288, 770, 610, 163, 48, 652, 1106, 977, 774, 577, 770, 1094, 550]"
116,6,5994,6372,5578,0,4831,1163,"[85, 581, 319, 290, 555, 488, 0, 192, 526, 439, 287, 21, 89, 326, 505, 574, 540, 482, 309, 474, 434, 178, 83, 250, 48, 536, 464, 410, 272]"
117,6,5985,7488,4075,0,908,5077,"[1663, 2538, 2152, 2515, 1527, 289, 0, 332, 342, 937, 571, 688, 80, 973, 2534, 555, 114, 57, 1310, 9, 207, 297, 454, 529, 2378, 504, 361, 1697, 1750]"
118,6,6805,3757,7123,0,4228,2577,"[575, 1288, 111, 212, 464, 891, 0, 1081, 318, 799, 105, 662, 1217, 1081, 540, 771, 832, 655, 370, 1286, 290, 1024, 290, 179, 238, 744, 124, 152, 462]"
119,6,6181,5980,7324,0,5754,427,"[161, 213, 208, 125, 13, 35, 0, 41, 87, 39, 33, 95, 128, 212, 54, 155, 190, 172, 30, 96, 158, 179, 25, 34, 90, 199, 161, 132, 65]"
0,7,3257,0,3257,0,2235,1022,"[318, 157, 340, 29, 340, 194, 135, 0, 193, 279, 301, 73, 49, 201, 142, 137, 338, 1, 52, 177, 271, 98, 51, 212, 332, 125, 332, 32, 65]"
1,7,4559,3107,4709,0,4338,221,"[23, 20, 73, 1, 73, 47, 19, 0, 16, 67, 24, 4, 14, 61, 10, 14, 9, 0, 26, 16, 30, 7, 71, 48, 67, 58, 16, 59, 50]"
2,7,4447,3405,5751,0,1149,3298,"[883, 555, 1099, 418, 1099, 692, 119, 0, 23, 945, 4, 1029, 421, 120, 275, 471, 46, 485, 860, 275, 98, 908, 589, 1017, 952, 1007, 420, 313, 308]"
3,7,3044,253,8542,0,1574,1470,"[476, 164, 490, 392, 490, 438, 471, 0, 308, 303, 3, 145, 386, 428, 45, 252, 86, 349, 112, 457, 390, 357, 335, 270, 366, 468, 132, 160, 140]"
4,7,3749,7336,4955,0,728,3021,"[278, 698, 1007, 59, 1007, 974, 879, 0, 629, 934, 102, 572, 1, 568, 1002, 544, 366, 923, 174, 832, 862, 852, 25, 563, 946, 90, 772, 401, 358]"
5,7,4911,4893,4973,0,63,4848,"[805, 1425, 1616, 677, 1616, 1039, 372, 0, 181, 1334, 1276, 816, 1570, 1279, 700, 1295, 599, 308, 1344, 343, 1604, 40, 1573, 106, 1163, 914, 41, 774, 828]"
6,7,3285,1936,6322,0,1974,1311,"[17, 265, 437, 316, 437, 311, 278, 0, 425, 351, 338, 202, 61, 406, 72, 322, 198, 171, 324, 375, 260, 360, 200, 259, 141, 116, 281, 264, 232]"
7,7,3477,3000,6799,0,3203,274,"[3, 80, 91, 5, 91, 22, 53, 0, 74, 27, 1, 71, 85, 49, 9, 64, 5, 57, 40, 35, 75, 7, 32, 61, 13, 8, 63, 67, 49]"
8,7,3496,2907,7388,0,2986,510,"[0, 19, 170, 140, 170, 24, 130, 0, 2, 135, 170, 158, 109, 125, 160, 60, 118, 79, 160, 52, 92, 27, 41, 40, 158, 9, 70, 110, 144]"
9,7,4186,7418,4156,0,1958,2228,"[138, 216, 742, 689, 742, 629, 725, 0, 712, 97, 401, 67, 26, 589, 43, 227, 334, 694, 80, 272, 210, 633, 577, 548, 145, 181, 7, 684, 341]"
10,7,3170,2324,5002,0,244,2926,"[770, 382, 975, 137, 975, 795, 35, 0, 637, 34, 370, 360, 91, 524, 521, 778, 821, 126, 742, 260, 226, 94, 517, 160, 599, 632, 442, 31, 248]"
11,7,3194,853,7343,0,428,2766,"[530, 559, 922, 130, 922, 506, 338, 0, 701, 202, 553, 701, 748, 103, 33, 229, 17, 377, 437, 177, 708, 808, 289, 412, 653, 120, 206, 617, 469]"
12,7,3599,168,10000,774,1998,1601,"[496, 61, 533, 63, 533, 471, 267, 0, 414, 301, 225, 181, 406, 433, 140, 231, 480, 517, 179, 259, 182, 237, 322, 155, 343, 311, 42, 241, 79]"
13,7,3035,7035,6000,0,1999,1036,"[268, 165, 345, 332, 345, 338, 328, 0, 91, 4, 205, 45, 257, 216, 260, 283, 185, 189, 70, 211, 279, 314, 314, 60, 47, 246, 147, 338, 122]"
14,7,4249,4002,6247,0,3110,1139,"[166, 271, 379, 160, 379, 288, 352, 0, 220, 54, 358, 22, 302, 252, 147, 214, 193, 336, 266, 297, 9, 208, 363, 112, 118, 239, 369, 96, 211]"
15,7,4380,793,9834,0,3903,477,"[64, 47, 159, 145, 159, 142, 126, 0, 74, 7, 11, 99, 122, 54, 101, 44, 87, 22, 3, 115, 45, 6, 47, 155, 1, 39, 129, 98, 152]"
16,7,4452,5566,8720,0,2053,2399,"[423, 30, 799, 591, 799, 438, 595, 0, 469, 643, 671, 459, 424, 702, 500, 722, 402, 716, 409, 114, 789, 514, 139, 201, 334, 761, 105, 138, 452]"
17,7,3889,5094,7515,0,458,3431,"[818, 444, 1143, 1029, 1143, 278, 957, 0, 277, 272, 574, 794, 184, 936, 1073, 207, 767, 416, 246, 150, 976, 425, 388, 692, 814, 228, 243, 869, 654]"
18,7,4753,7116,5152,0,2643,2110,"[66, 239, 703, 39, 703, 14, 414, 0, 628, 420, 339, 655, 561, 393, 645, 594, 655, 435, 288, 467, 112, 531, 225, 134, 299, 546, 418, 110, 41]"
19,7,3753,1885,7020,0,567,3186,"[243, 737, 1062, 896, 1062, 4, 283, 0, 536, 236, 298, 589, 193, 112, 185, 567, 411, 140, 747, 781, 266, 839, 299, 165, 1034, 856, 408, 332, 984]"
20,7,4331,5146,6205,0,3205,1126,"[121, 183, 375, 340, 375, 94, 149, 0, 215, 281, 141, 135, 222, 233, 248, 34, 48, 53, 47, 247, 265, 75, 356, 140, 126, 135, 80, 154, 8]"
21,7,4832,5054,5983,0,2890,1942,"[476, 64, 647, 526, 647, 602, 133, 0, 292, 413, 365, 337, 390, 408, 297, 50, 328, 587, 334, 186, 173, 611, 535, 369, 486, 221, 416, 126, 388]"
22,7,3756,232,9507,0,3046,710,"[127, 151, 236, 100, 236, 159, 84, 0, 60, 221, 231, 159, 166, 94, 166, 192, 147, 180, 190, 54, 106, 197, 102, 187, 113, 125, 202, 60, 89]"
23,7,4362,6195,7674,0,2898,1464,"[476, 238, 488, 447, 488, 71, 126, 0, 39, 44, 116, 121, 313, 20, 357, 312, 30, 133, 372, 312, 246, 430, 132, 189, 394, 287, 267, 142, 87]"
24,7,4953,6981,5646,0,1345,3608,"[768, 691, 1202, 557, 1202, 172, 127, 0, 812, 413, 1018, 145, 877, 118, 871, 785, 1152, 55, 915, 1117, 211, 656, 550, 431, 946, 626, 1001, 464, 722]"
25,7,4127,1034,8739,0,2057,2070,"[268, 556, 690, 688, 690, 322, 482, 0, 493, 272, 626, 571, 620, 672, 386, 538, 649, 53, 307, 100, 51, 67, 367, 128, 285, 372, 654, 230, 389]"
26,7,4657,6556,6840,0,3397,1260,"[127, 82, 420, 325, 420, 59, 310, 0, 66, 340, 373, 340, 394, 163, 383, 55, 30, 244, 169, 28, 385, 345, 266, 196, 288, 232, 65, 191, 391]"
27,7,4391,5797,5434,0,2176,2215,"[277, 348, 738, 485, 738, 301, 291, 0, 284, 298, 366, 450, 252, 308, 226, 389, 144, 567, 294, 527, 63, 579, 38, 534, 340, 368, 82, 22, 526]"
28,7,4079,1122,8391,0,1918,2161,"[9, 464, 720, 122, 720, 23, 198, 0, 217, 283, 241, 608, 499, 567, 438, 225, 308, 578, 714, 264, 644, 462, 511, 209, 475, 363, 356, 163, 444]"
29,7,3422,7283,4530,0,2252,1170,"[118, 266, 390, 42, 390, 325, 217, 0, 134, 137, 352, 247, 360, 154, 193, 303, 170, 351, 207, 79, 105, 292, 199, 289, 0, 344, 299, 107, 103]"
30,7,3960,3061,5429,0,319,3641,"[541, 500, 1213, 413, 1213, 773, 1013, 0, 954, 700, 442, 1049, 849, 580, 1015, 714, 493, 181, 655, 120, 1206, 885, 523, 843, 39, 652, 446, 926, 1193]"
31,7,4912,2047,8294,0,3668,1244,"[10, 82, 414, 200, 414, 40, 259, 0, 394, 311, 101, 60, 275, 258, 67, 233, 154, 101, 291, 372, 264, 406, 138, 308, 361, 149, 370, 169, 354]"
32,7,4976,5985,7285,0,909,4067,"[979, 592, 1355, 1333, 1355, 437, 1030, 0, 504, 385, 260, 123, 1212, 815, 1152, 1309, 932, 1167, 370, 357, 617, 323, 1011, 1341, 419, 1206, 893, 38, 167]"
33,7,3616,3486,7415,0,1680,1936,"[538, 124, 645, 153, 645, 525, 12, 0, 63, 643, 463, 198, 518, 286, 431, 221, 476, 451, 453, 57, 358, 157, 457, 455, 411, 42, 412, 288, 419]"
34,7,4389,6829,4975,0,3140,1249,"[72, 322, 416, 107, 416, 199, 49, 0, 279, 326, 218, 185, 191, 373, 33, 251, 316, 316, 188, 174, 288, 45, 259, 60, 55, 167, 272, 270, 21]"
35,7,3404,2270,6109,0,2146,1258,"[150, 126, 419, 14, 419, 274, 301, 0, 210, 370, 66, 266, 18, 351, 336, 50, 93, 331, 69, 39, 101, 185, 321, 148, 394, 173, 13, 82, 4]"
36,7,3714,2412,7411,0,1607,2107,"[168, 515, 702, 263, 702, 578, 224, 0, 75, 422, 442, 566, 604, 335, 561, 162, 210, 210, 450, 382, 236, 215, 597, 422, 30, 612, 692, 36, 55]"
37,7,4148,6164,5395,0,485,3663,"[383, 1187, 1221, 178, 1221, 724, 680, 0, 297, 386, 1117, 427, 176, 494, 775, 1217, 971, 67, 264, 104, 1088, 773, 564, 422, 545, 536, 287, 128, 289]"
38,7,3243,616,8022,0,16,3227,"[783, 83, 1075, 1043, 1075, 222, 527, 0, 826, 1058, 379, 875, 53, 752, 440, 761, 664, 873, 372, 628, 137, 763, 793, 319, 433, 541, 667, 397, 777]"
39,7,4776,6692,6106,0,2026,2750,"[906, 842, 916, 805, 916, 794, 803, 0, 552, 72, 420, 85, 56, 273, 271, 844, 818, 188, 524, 164, 201, 643, 469, 592, 502, 747, 78, 865, 834]"
40,7,4670,4,10000,772,3705,965,"[113, 316, 321, 312, 321, 204, 286, 0, 147, 128, 91, 266, 266, 134, 279, 232, 62, 103, 118, 171, 316, 108, 253, 34, 151, 88, 84, 291, 119]"
41,7,3668,7035,6633,0,2280,1388,"[182, 166, 462, 420, 462, 135, 173, 0, 48, 60, 298, 195, 109, 210, 49, 86, 20, 104, 294, 336, 460, 24, 422, 135, 299, 375, 410, 288, 19]"
42,7,3267,2738,7162,0,608,2659,"[851, 296, 886, 874, 886, 652, 545, 0, 199, 344, 610, 543, 560, 854, 876, 317, 886, 426, 446, 64, 4, 694, 361, 171, 229, 417, 10, 632, 357]"
43,7,4491,6418,5235,0,3507,984,"[13, 20, 328, 267, 328, 79, 60, 0, 311, 18, 141, 142, 314, 165, 27, 43, 134, 307, 66, 151, 274, 73, 301, 146, 162, 291, 264, 41, 171]"
44,7,4853,1911,8177,0,3986,867,"[223, 67, 289, 21, 289, 118, 186, 0, 153, 289, 18, 204, 149, 260, 8, 55, 286, 114, 26, 258, 0, 12, 33, 203, 15, 23, 248, 57, 80]"
45,7,4488,6698,5967,0,4177,311,"[14, 63, 103, 98, 103, 90, 87, 0, 103, 77, 87, 82, 95, 22, 97, 97, 6, 61, 75, 58, 13, 4, 85, 13, 47, 35, 20, 15, 68]"
46,7,3925,3268,6624,0,2923,1002,"[13, 316, 334, 321, 334, 42, 296, 0, 106, 184, 261, 25, 107, 100, 125, 15, 75, 255, 148, 311, 152, 309, 146, 111, 317, 7, 248, 216, 179]"
